word,phonetic,translation,exchange,derivatives,collins,frq,tag
wiggle,'wigl,"v. 扭动着行进, 摆动 / n. 扭动, 摆动",p:wiggled/i:wiggling/3:wiggles/s:wiggles/d:wiggled,"wiggled,wiggler,wiggles,wiggling",1,10667,gre
wigwam,'wigwæm,"n. 活动棚屋, 简陋小屋",s:wigwams,wigwams,,32313,
wiki,,n. 维基百科（网站名）,,,,19255,
wild,waild,"n. 荒野, 荒地 / a. 野性的, 野蛮的, 野生的, 失控的, 任性的, 杂乱的, 轻率的, 狂热的, 疯狂的 / adv. 狂暴地, 失控地",r:wilder/t:wildest/s:wilds,"wilded,wilder,wildest,wilding,wildly,wildness,wilds",4,1292,gk cet4 cet6 ky
wild flower,,野花,,,1,0,
wildcat,'wailkæt,"n. 野猫, 凶悍的人 / a. 非法经营的, 不可靠的 / vi. 盲目钻井, 从事非法商业活动",s:wildcats/i:wildcatting,"wildcats,wildcatting",,22252,
wildcatter,"'waild,kætә(r)",n. 冒险性企业的发起人,,,,33250,
wildebeest,'wi:ldәbi:st,n. 羚羊的一种,,,,24383,
wilderness,'wildәnis,"n. 荒野, 荒地, 大量",s:wildernesses,wildernesses,2,3718,ielts
wildfire,'waildfaiә,"n. (古时战争时所用的)燃料剂, 磷火, 鬼火, 野火",s:wildfires,wildfires,,12520,
wildflower,"'waild,flajә(r)",n. 野花,s:wildflowers/3:wildflowers,wildflowers,,11225,
wildland,'waildlænd,n. 荒地,,,,23024,
wildlife,'waildlaif,n. 野生动植物,,wildlifer,2,3859,gk toefl ielts
wildly,,"adv. 狂暴地, 激动地, 狂热地, 鲁莽地, 轻率地",,,2,5596,
wildness,'waildnis,"n. 野生, 野蛮, 粗暴",,,,19902,
wile,wail,"n. 诡计, 狡猾 / vt. 引诱, 诱骗, 消遣",s:wiles/i:wiling/p:wiled,"wiled,wiles,wilful,wiling,willy",,21544,gre
wilful,'wilful,"a. 任性的, 固执的, 故意的, 存心的 / [法] 有意的, 故意的, 任性的",,"wilfully,wilfulness",1,44654,cet6
will,wil,"n. 意志, 决心, 意愿, 意向, 干劲, 遗嘱 / vt. 用意志的力量驱使, 决意, 愿意, 立遗嘱 / vi. 下决心, 愿意 / aux. 将, 愿意, 必须",i:willing/p:willed/3:wills/d:willed,"willable,willed,willer,willful,willing,wills",4,48,zk gk
willful,'wilful,"a. 任性的, 故意的, 有意的",,"willfully,willfulness",,14022,gre
willfully,,adv. 故意地；任性固执地,,,,17652,
willfulness,,n. 任性；故意,,,,32491,
willing,'wiliŋ,"a. 乐意的, 自愿的, 甘愿的",i:willing/0:willing/1:i,"willingly,willingness",4,1274,gk cet4 cet6 ky
willingly,'wiliŋli,"adv. 自动地, 欣然地",,,,9339,gk
willingness,,"n. 乐意, 心甘情愿, 愿意",,,,4186,gk
willow,'wilәu,"n. 柳树, 柳木制品 / a. 柳树的, 柳木制的",s:willows/i:willowing,"willowed,willower,willowing,willows",1,10016,cet6 toefl ielts gre
willowy,'wilәji,"a. 柳树多的, 易弯的, 苗条的, 优雅的",,,,24680,gre
willpower,'wilpauә,"n. 毅力, 意志力",,,1,19800,
Wilsonian,wil'sәuniәn,a. (美国第二十八任总统)威尔逊的,,,,30939,
wilt,wilt,"v. (使)枯萎, (使)衰弱, (使)畏缩 / n. 枯萎, 衰弱, 憔悴",p:wilted/i:wilting/d:wilted/3:wilts,"wilted,wilting,wilts",1,10000,gre
wilted,,a. 枯萎的；萎蔫的,0:wilt/1:pd,,,25423,
wily,'waili,"a. 使用计谋的, 有诡计的, 狡猾的",t:wiliest/r:wilier,"wilier,wilily,wiliness",1,17961,gre
wimp,wimp,n. 懦弱的人；无能的人,s:wimps/3:wimps/i:wimping,"wimped,wimper,wimping,wimps",1,16346,
wimpy,'wimpi,a. <俚> = wimpish,,"wimpier,wimpiness",,22590,
win,win,"vt. 赢得, 打胜, 成功 / vi. 获胜, 达到, 影响 / n. 胜利, 赢, 收益",p:won/d:won/i:winning/3:wins/s:wins,"winant,wined,winer,wining,winless,winning,wins,winship",5,361,zk gk cet4 cet6 ky
wince,wins,"n. 畏缩, 退避 / vi. 畏缩, 退缩, 退避",p:winced/i:wincing/s:winces/3:winces/d:winced,"winced,wincer,winces,wincing",1,8792,gre
winch,wintʃ,"n. 曲柄, 绞车 / vt. 用绞盘拉",s:winches/d:winched/i:winching/p:winched/3:winches,"winched,wincher,winches,winching",1,19214,
wind,wind,"n. 风, 气息, 气味, 呼吸, 风声, 趋势, 空谈, 卷绕, 弯曲 / vt. 使通风, 嗅出, 使喘气, 吹号角, 上发条, 缠绕, 包, 绞起, 吊起, 使弯曲, 使迂回 / vi. 嗅出猎物, 吹响号角, 卷曲, 蜿蜒, 迂回, 缠绕",s:winds/i:winding/p:wound/d:wound/3:winds,"windable,winded,winder,winding,windless,winds,windship",4,1092,zk gk ielts
wind sth up,,"卷紧, 卷拢, 上紧...的发条",,,,0,
wind-up,ˈwaɪnd ʌp,n. 结局; 结论; 激怒; [棒]挥臂动作 / a. 要上发条的,s:wind-ups,,1,0,
windbag,'windbæg,"n. 空话连篇的人, 风囊",,windbags,,38503,gre
windblown,'windblәun,"a. 被风吹的, 风飘型的",,,,18963,
windbreak,'windbreik,"n. 防风林, 防风物",s:windbreaks,"windbreaker,windbreaks",,26921,
windbreaker,'wind.breikә,"n. 防风林, 防风茄克衫, 风衣",,,,18855,gk
winded,'windid,"a. 呼吸...的, 风化的, 气急的 / wind的过去式和过去分词",0:wind/1:p/p:winded,,,33165,
winder,waindә,"n. 络纱工, 络筒机, 络纱机, 开发条的钥匙 / [计] 卷线机, 绕线机",s:winders,winders,,30363,
windfall,'windfɒ:l,"n. 被风吹落的果子, 横财 / [经] 意外损失",s:windfalls,windfalls,1,12082,gre
winding,'waindiŋ,"n. 绕, 卷, 弯曲, 线圈 / a. 蜿蜒的, 卷绕的, 弯曲的",0:wind/1:i/i:winding/s:windings,windings,,10105,cet6 gre
windlass,'windlәs,"n. 绞盘, 辘轳 / vt. 用绞盘吊起",s:windlasses/d:windlassed,"windlassed,windlasses",,33234,
windless,'windlis,"a. 无风的, 平静的",,"windlessly,windlessness",,26912,
windmill,'windmil,n. 风车,s:windmills,"windmiller,windmilling,windmills",1,12809,cet6
window,'windәu,"n. 窗户, 窗子, 窗口 / vt. 给...开窗 / [计] 窗口",s:windows,"windowed,windowful,windowing,windowless,windows",4,607,zk gk ielts
windowed,,a. 有窗的 / [计] 窗口的,,,,32696,
windowless,,a. 无窗的,,,,16072,
windowpane,,n. 窗玻璃,s:windowpanes,windowpanes,,20440,
windowsill,'windәusil,n. 窗台,s:windowsills,windowsills,,14202,
windpipe,'windpaip,n. 气管 / [医] 气管,s:windpipes,windpipes,,26063,
windrow,'windrәj,"n. 干草列, 被风吹集于一处之落叶,狭长的一行",s:windrows,"windrowed,windrower,windrowing,windrows",,15330,
windscreen,'windskri:n,n. 汽车的挡风玻璃,s:windscreens,windscreens,1,24876,
windshield,'windʃi:ld,n. 挡风玻璃 / [电] 风遮蔽,s:windshields,windshields,,6995,
windstorm,'windstɒ:m,n. 暴风,,,,28197,
windsurfing,'wind.sә:fiŋ,n. [体]帆板运动,i:windsurfing/0:windsurfing/1:i,,,26290,
windswept,'windswept,"a. 风刮的, 被风吹扫的, 暴露在风中的",,,,18045,toefl
windward,'windwәd,"adv. 向风, 上风 / a. 向风的, 上风的 / n. 上风面",s:windwards,windwards,,26295,
windy,'windi,"a. 多风的, 风强的, 腹胀的, 吹牛的",s:windies/t:windiest/r:windier,"windier,windies,windily,windiness",1,8867,zk gk cet6 gre
wine,wain,"n. 葡萄酒, 果酒, 暗红色 / v. (请)喝酒",s:wines/p:wined/d:wined/i:wining/3:wines,"winant,wined,wineless,winer,wines,wining,winless,winship",4,1449,zk gk cet4 cet6 ky
wine bar,wain bɑ:,n. 酒吧,,,1,0,
wineglass,'wainglæs,"n. 玻璃酒杯 / [医] 酒杯(容量名称,约等于2液两)",s:wineglasses,"wineglasses,wineglassful",,21901,
winemaker,,葡萄酒酿造者；葡萄酒生产者,s:winemakers,winemakers,,18920,
winery,'wainәri,n. 葡萄酒厂,s:wineries,wineries,,10328,
wing,wiŋ,"n. 翅膀, 翼, 机翼, 派别 / vt. 给...装上翼, 飞过, 使飞, 空运, 增加...速度 / vi. 飞行",s:wings/i:winging/3:wings/p:winged/d:winged,"winged,winger,winging,wingless,wings",4,1889,zk gk cet4 cet6 ky ielts
winged,wiŋd,"a. 有翼的, 高速的, 迅速的, 飞行的, 翼受伤的",p:winged/0:winged/1:pd/d:winged,,1,13166,
winger,'wiŋә,n. 边锋,s:wingers,wingers,2,23973,
wingless,,"a. 没有翼的, 没有翅的",,winglessness,,33237,
wingman,'wiŋmәn,"n. 僚机驾驶员, 僚机",s:wingmen,wingmanship,,31804,
wingspan,'wiŋspæn,n. 翼展,s:wingspans,wingspans,,22839,toefl
wingtip,'wiŋtip,n. 翼尖,s:wingtips,wingtips,,24682,
wink,wiŋk,"n. 眨眼, 使眼色, 瞬间 / vi. 眨眼, 使眼色, 闪烁 / vt. 眨",p:winked/i:winking/s:winks/3:winks/d:winked,"winked,winker,winking,winks",1,7901,cet6 ky gre
winkle,'wiŋkl,"n. 滨螺, 食用螺 / vt. 剔出, 逐出 / vi. 闪耀",s:winkles/p:winkled/d:winkled/i:winkling/3:winkles,"winkled,winkler,winkles,winkling",,31610,gre
winless,'winlis,"a. (运动比赛)未获胜的,未赢的,每次交战皆输的",,,,22474,
winnable,'winәbl,a. 能赢得的,,,,29772,
winner,'winә,"n. 胜利者, 优胜者 / [法] 取胜者",s:winners,winners,4,1916,zk gk cet4 cet6
winning,'winiŋ,"n. 胜利, 获得, 成功, 赢得物 / a. 得胜的, 胜利的",0:win/1:i/i:winning/s:winnings,"winningest,winningly,winningness,winnings",3,5349,
winningest,,赢得最多比赛的,,,,24036,
winnings,,n. 赢得的钱,0:winning/1:s,,1,15154,
winnow,'winәu,"vt. 簸, 扬(谷), 吹掉, 把挑出来, 精选 / vi. 扬谷, 分出好坏, 飞翔 / n. 扬谷, 扬谷器",i:winnowing/d:winnowed/3:winnows/p:winnowed,"winnowed,winnower,winnowing,winnows",,21960,gre
wino,'wainәu,"n. 醉鬼, 酒鬼",s:winos,winos,,27595,
winsome,'winsәm,"a. 引人注目的, 迷人的, 可爱的",,"winsomely,winsomeness",,24647,gre
winter,'wintә,"n. 冬季, 萧条期, 衰退期 / a. 冬天的 / vt. 使度过冬天 / vi. 过冬",s:winters/i:wintering/p:wintered/3:winters/d:wintered,"wintered,winterer,wintering,winterise,winterize,winterless,winterly,winterness",3,1244,zk gk
wintering,,n. 越冬,0:winter/1:i/i:wintering,,,30726,
wintertime,'wintәtaim,"n. 冬季, 冬天",,,,19939,
wintry,'wintri,"a. 如冬的, 寒冷的, 冬的, 冷淡的",,wintriness,,19152,
wipe,waip,"n. 擦拭, 用力打, 凸轮 / vt. 擦, 揩, 消灭, 涂上, 拭去 / vi. 擦, 打",p:wiped/i:wiping/d:wiped/3:wipes/s:wipes,"wiped,wiper,wipes,wiping",3,2711,gk cet4 cet6 ky
wipeout,'waipaut,"n. 全部覆灭, 被浪打翻, 倒台",s:wipeouts,wipeouts,,31591,
wiper,'waipә,"n. 揩擦的人, 刮水器, 接触电刷 / [电] 接帚",s:wipers,wipers,,15163,
wire,'waiә,"n. 电线, 电报, 电信, 铁丝网, 金属丝 / vt. 用金属丝捆扎, 拍电报 / vi. 打电报",s:wires/d:wired/p:wired/i:wiring/3:wires,"wirable,wired,wireless,wirer,wires,wiring",3,2370,gk cet4 cet6 ky
wired,'waiәd,"a. 以金属丝加强的, 接有电线的, 以铁丝围起的",0:wire/1:dp/d:wired/p:wired,,,17421,
wireless,'waiәlis,"n. 无线电 / a. 无线的, 无线电的",s:wirelesses/d:wirelessed/p:wirelessed,"wirelessed,wirelesses,wirelessly",1,5363,cet4 cet6
wiretap,'waiәtæp,v. 搭线窃听 / n. 窃听,s:wiretaps/i:wiretapping/p:wiretapped/3:wiretaps/d:wiretapped,"wiretapped,wiretapping,wiretaps",,18310,gre
wiring,'waiәriŋ,"n. 线路, 接线 / [计] 布线",0:wire/1:i/i:wiring,,1,9902,
wiry,'waiәri,"a. 金属线制的, 瘦长结实的 / [医] 弦样的(指脉搏)",t:wiriest/r:wirier,"wirier,wirily,wiriness",,13236,
wisdom,'wizdәm,"n. 智慧, 明智行为, 学识, 名言, 贤人",s:wisdoms,wisdoms,2,2954,gk cet4 cet6 ky ielts
wise,waiz,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的 / vi. 知道 / vt. 教导, 告诉, 劝导 / n. 方法, 方式 / [计] 教育信息系统",r:wiser/t:wisest/d:wised,"wised,wisely,wiseness,wisent,wiser,wises,wisest,wising",3,3234,zk gk cet4 cet6 ky ielts
wisecrack,'waizkræk,n. 俏皮话,s:wisecracks/p:wisecracked/i:wisecracking/3:wisecracks/d:wisecracked,"wisecracked,wisecracker,wisecracking,wisecracks",,25422,
wisely,'waizli,"adv. 聪明地, 精明地",,,,9108,
wish,wiʃ,"n. 希望, 愿望, 祝愿, 命令, 请求 / vt. 愿, 想要, 希望, 祝愿 / vi. 希望",p:wished/i:wishing/3:wishes/s:wishes/d:wished,"wished,wisher,wishes,wishful,wishing",4,1055,zk gk
wishbone,'wiʃbәun,n. 叉骨,s:wishbones,wishbones,,26340,
wishful,'wiʃful,"a. 愿望的, 渴望的, 一厢情愿的",,"wishfully,wishfulness",,14083,
wishful thinking,'wiʃfjl,"如意算盘, 痴心妄想",,,1,0,
wisp,wisp,"n. 小把, 小物体, 纤细的东西 / vt. 把...卷成小把",s:wisps/i:wisping/p:wisped,"wisped,wisping,wisps",1,13203,
wispy,'wispi,"a. 小束状的, 细微的, 飘渺的",t:wispiest,"wispily,wispiness",,16412,toefl
wisteria,wi'stiәriә,n. 柴藤,,,,24567,
wistful,'wistful,"a. 渴望的, 想望的",,"wistfully,wistfulness",1,15300,toefl gre
wistfully,'wɪstfəlɪ,"adv. 惆怅地, 渴望地",,,,15664,
wistfulness,'wɪstflnəs,n. 惆怅; 渴望; 思念,,,,31358,
wit,wit,"n. 机智, 智力, 头脑, 理智, 妙语, 机智的人",s:wits,"witing,witless,witness,wits,witted,witting",2,5755,cet4 cet6 ky toefl ielts gre
witch,witʃ,"n. 巫婆, 女巫 / vt. 施巫术, 迷惑",s:witches/i:witching/p:witched/3:witches/d:witched,"witched,witcher,witches,witching",2,5294,ky gre
witchcraft,'witʃkræft,"n. 巫术, 魔法, 魔力",s:witchcrafts,witchcrafts,1,13968,
with,wið,"prep. 和...在一起, 以, 由于",,"withal,withed,wither,withing",5,16,zk gk
withdraw,wið'drɒ:,"vt. 撤回, 取回, 撤消, 使撤退, 拉开, 移开 / vi. 撤退, 离开",d:withdrawn/p:withdrew/i:withdrawing/3:withdraws,"withdrawable,withdrawal,withdrawer,withdrawing,withdrawment,withdraws",4,2786,gk cet4 cet6 ky toefl ielts gre
withdrawal,wið'drɒ:l,"n. 提款, 撤退, 退回, 撤消, 退隐, 戒毒过程 / [医] 戒除, 脱瘾",s:withdrawals,withdrawals,3,4130,toefl
withdrawn,wið'drɔ:n,withdraw的过去分词,0:withdraw/1:d,withdrawnness,1,0,
wither,'wiðә,"vt. 使凋谢, 使消亡, 使畏缩 / vi. 枯萎, 衰退",p:withered/d:withered/i:withering/3:withers/s:withers,"withered,withering,withers",1,11891,cet6 toefl ielts gre
withered,,"a. 枯萎了的, 雕谢了的",0:wither/1:pd/p:withered/d:withered,,,21647,
withering,'wiðәriŋ,"a. 使干枯的, 使萎缩的",0:wither/1:i/i:withering/s:witherings,"witheringly,witherings",,16739,
withers,'wiðәz,"n. 马肩隆（马肩骨间的隆起部）；[古]感情, 情绪",0:wither/1:3s/s:withers,,,28737,
withhold,wið'hәuld,"vt. 使停止, 扣留, 保留, 拒给 / vi. 克制, 忍住",d:withheld/i:withholding/p:withheld/3:withholds,"withholder,withholding,withholdment,withholds",2,6650,cet6 ky ielts gre
withholding,wið'hәuldiŋ. wiθ-,n. 扣缴税款,0:withhold/1:i/i:withholding,,,16957,
within,wi'ðin,"n. 内部, 里头 / adv. 在内部, 在内心里 / prep. 在...之内",,,5,352,gk cet4 cet6 ky
without,wi'ðaut,"prep. 没有, 不, 在...之外 / adv. 在外面, 户外 / n. 外面, 外部",,,5,218,zk gk
withstand,wið'stænd,"vt. 抵住, 顶住, 经得起",d:withstood/i:withstanding/p:withstood/3:withstands,"withstander,withstanding,withstands",1,6972,cet4 cet6 ky toefl ielts gre
witless,'witlis,"a. 无才智的, 不机敏的, 愚蠢的, 糊涂的, 无知的",,witlessly,,27838,
witness,'witnis,"n. 证人, 目击者, 证据, 证词 / vt. 目击, 作证, 证明, 表明 / vi. 作证人, 作为证据",s:witnesses/d:witnessed/p:witnessed/i:witnessing/3:witnesses,"witnessable,witnessed,witnesser,witnesses,witnessing",3,1970,gk cet4 cet6 ky toefl ielts gre
witnessing,,"[法] 作证, 证明, 确认",0:witness/1:i/i:witnessing/s:witnessings,witnessings,,28485,
witticism,'witisizm,"n. 妙语, 俏皮话",s:witticisms,witticisms,,28208,gre
wittily,'witili,"adv. 机智地, 机敏地, 俏皮地",,,,31599,
witty,'witi,"a. 富于机智的, 诙谐的",t:wittiest/r:wittier,"wittier,wittily,wittiness",2,9923,cet6 toefl
wiz,wiz,"n. 奇才,能手, 行家",i:wizzing/p:wizzed,"wizzed,wizzing",,26422,
wizard,'wizәd,"n. 男巫, 术士, 奇才 / a. 男巫的, 巫术的 / [计] 向导",s:wizards,"wizarding,wizardly,wizards",1,9502,
wizardry,'wizәdri,n. 巫术,,,,21796,gre
wizen,'wizn,"vt.vi. (使)枯萎, (使)雕谢",p:wizened/d:wizened,wizened,,0,gre
wizened,'wiznd,"a. 干枯的, 枯萎的, 干瘪的, 消瘦的",p:wizened/0:wizened/1:p,,,25082,gre
wobble,'wɒbl,"n. 摆动, 摇晃, 不稳定, 抖动 / vi. 摇晃, 摇摆, 游移不定 / vt. 使摇摆, 使颤动",p:wobbled/i:wobbling/3:wobbles/s:wobbles/d:wobbled,"wobbled,wobbler,wobbles,wobbling",1,12620,gre
wobbling,'wɔbliŋ,"摆动, 颤动, 摇摆",0:wobble/1:i/i:wobbling/s:wobblings,wobblings,,32944,
wobbly,'wɒbli,"a. 摆动的, 不稳定的",s:wobblies,"wobblier,wobblies,wobbliness",1,14785,
woe,wәu,"n. 悲哀, 悲痛, 苦痛",s:woes,"woeful,woes,woful",1,8122,cet6 gre
woebegone,'wәubi.gɒn,a. 愁眉苦脸的,,woebegoneness,,32545,
woeful,'wәuful,"a. 悲伤的, 悲哀的",,"woefully,woefulness",1,23845,
woefully,,adv. 悲伤地；不幸地；使人痛苦地,,,,15773,
wok,wɔk,n. 锅（源自广东话）；炒菜锅,i:wokking/s:woks,"woking,wokking,woks",,18705,
wolf,wulf,"n. 狼, 残忍贪婪之人, 极度穷困 / vt. 狼吞虎咽, 大吃",s:wolves/p:wolfed/i:wolfing/d:wolfed/3:wolfs,"wolfed,wolfer,wolfing,wolfs",1,4150,zk gk cet4 cet6 ky
wollongong,"'wjlәn^ɔŋ, -^ɔ:ŋ",伍伦贡[澳大利亚东南部港市],,,,0,ielts
woman,'wumәn,"n. 女人, 妇女, 女仆 / a. 女用的, 女性的, 妇女的 / vt. 贬称...为女人, 使成女人腔",s:women,"womanhood,womanise,womanism,womanist,womanity,womanize,womanless,womanly",5,111,zk gk
womanhood,'wjmәnhjd,"n. 女子成年身分, 女子成年期, 女子成年资格, 女子气质, 女子特性",,,,16162,
womanizer,'wʊmənaɪzə(r),n. 玩弄女性的人; 风流坯子; 色鬼; 洋葱男,,womanizers,,24928,
womanly,'wumәnli,a. 像女人的；有女子气质的,,womanliness,,22061,
womb,wu:m,"n. 子宫, 发源地 / [医] 子宫",s:wombs/p:wombed,"wombed,wombs",1,9091,
wombat,'wɒmbәt,n. 毛鼻袋熊,s:wombats,wombats,,32338,
wonder,'wʌndә,"n. 奇迹, 惊奇, 惊愕 / vt. 惊奇, 想知道 / vi. 惊讶, 怀疑",p:wondered/i:wondering/s:wonders/3:wonders/d:wondered,"wondered,wonderer,wonderful,wondering,wonderly,wonderment,wonderous,wonders",4,790,zk gk cet4 cet6 ky toefl
wonderful,'wʌndәful,"a. 令人惊奇的, 奇妙的, 极好的",,"wonderfully,wonderfulness",4,1405,zk gk cet4 cet6 ky
wonderfully,,adv. 惊人地；极好地；精彩地,,,,8891,
wonderingly,ˈwʌndrɪŋli,adv. 惊讶地,,,,32433,
wonderland,'wʌndәlænd,"n. 奇境, 仙境, 非常奇妙的地方",s:wonderlands,wonderlands,1,20202,
wonderment,'wʌndәmәnt,"n. 惊奇, 惊叹",s:wonderments,wonderments,,22251,
wondrous,'wʌndrәs,a. 令人惊奇的,,"wondrously,wondrousness",1,12808,
wondrously,'wʌndrəslɪ,"adv. 惊奇地, 非常, 极其",,,,31148,
wonk,wɔŋk,"[俚]书呆子, 死用功的学生",,,,25112,
wont,wɒnt,"n. 习惯 / a. 惯常的, 易于...的 / vi. 习惯 / vt. 使习惯于",,"wonted,wonting,wonts",,18224,gre
wonton,'wɒn'tɒn,n. 馄饨,s:wontons,wontons,,30131,
woo,wu:,"vt. 追求, 向...求爱, 恳求 / vi. 求爱, 央求",d:wooed/i:wooing/3:woos/p:wooed,"wooed,wooer,wooing,wooly,woos",2,8645,gk gre
wood,wud,"n. 木材, 木制品 / vt. 植林于, 给...添加木柴 / vi. 收集木材",s:woods,"wooded,wooding,woodless,woods",4,1236,zk gk cet4 cet6 ky ielts
woodcarver,"'wjd,kɑ:vә(r)","n. 木雕艺人,木雕家",s:woodcarvers/3:woodcarvers,woodcarvers,,31064,
woodchuck,"'wud,tʃʌk",n. 土拨鼠,s:woodchucks,woodchucks,,29160,
woodcock,'wudkɒk,n. 丘鹬,,woodcocks,,21250,
woodcut,'wudkʌt,"n. 木刻, 木刻印版",s:woodcuts/i:woodcutting/3:woodcuts,"woodcuts,woodcutting",,21971,gre
woodcutter,'wud.kʌtә,"n. 伐木者, 木刻师",s:woodcutters,woodcutters,,31937,
wooded,'wudid,a. 树木繁茂的,,,1,9850,
wooden,'wudn,"a. 木制的, 呆笨的, 木然的",,"woodenly,woodenness",3,2512,gk cet4 cet6 ky
woodland,'wudlænd,"n. 林区, 林地",s:woodlands,"woodlander,woodlands",2,11183,
woodlot,'wudlɒt,n. 林地,,,,30039,
woodpecker,'wudpekә,n. 啄木鸟,s:woodpeckers,woodpeckers,,16605,cet6
woodpile,'wudpail,n. 木料堆,s:woodpiles,woodpiles,,28400,
woods,wjdz,"n. 森林, 树林",0:wood/1:s,,,0,toefl ielts
woodshed,'wjdʃed,n. 柴间,,woodsheds,,27408,
woodsman,'wudzmәn,"n. 住在森林中的人, 熟悉森林的人, 樵夫, 伐木工",s:woodsmen,,,23331,
woodsy,'wudzi,a. 树林的,,woodsiness,,26717,
woodwind,'wudwind,n. 木管乐器,s:woodwinds,woodwinds,,26580,
woodwork,'wjdw\\\\:k,"n. 木制品, 木制家具, 木工手艺, 木工活, 房屋内的木建部分",s:woodworks,"woodworker,woodworking,woodworks",1,15187,
woodworker,'wud.wә:kә,n. 木工,s:woodworkers,woodworkers,,24750,
woodworking,'wud.wә:kiŋ,"n. 木工活, 木工行业",,,,19267,
woody,'wudi,"a. 多树木的, 木质的",r:woodyer,"woodier,woodiness,woodyer",,14494,
woof,wu:f,"n. 纬线, 织物, 基本成分, 低吠声, 低鸣声",3:woofs/s:woofs/r:woofer,"woofed,woofer,woofing,woofs",,30529,
wooing,wu:ɪŋ,"v. （向女子）求爱, 求婚( woo的现在分词 ); （尤用于报纸）争取得到…的支持",0:woo/1:i/i:wooing,wooingly,,33079,
wool,wul,"n. 羊毛, 毛织物, 毛线, 绒线 / [医] 羊毛, 绒毛, 棉[花]",s:wools,"wooled,wooler,woolly,wools",2,5569,cet4 cet6 ky toefl
woolen,'wulin,"n. 毛制品 / a. 羊毛的, 羊毛制的, 毛织的",,woolens,,16629,toefl
woollen,'wulin,n. 毛织品 / a. 羊毛制的,s:woollens,"woollenize,woollens",1,41582,gk cet4 cet6
woolly,'wuli,"a. 羊毛制的, 模糊的, 似羊毛的, 蓬乱的",s:woollies/r:woollier,"woollier,woollies,woollily,woolliness",1,16278,toefl
wooly,'wuli,"a. 长满羊毛的, 羊毛状的, 羊毛的, 毛茸茸的, 长满鬈发的, 模糊的 / n. 毛线衣, 羊毛内衣",s:woolies/r:woolier,"woolier,woolies",,32666,
woozy,'wu:zi,"a. 头昏眼花的, 虚弱的",,"woozier,woozily,wooziness",,23597,
word,wә:d,"n. 话, 消息, 词, 诺言, 命令 / vt. 用言辞表达 / [计] 字",s:words/d:worded/i:wording/p:worded/3:words,"wordable,worded,worder,wording,wordless,words",5,244,zk gk
word processor,,文字处理软件 / [计] 文字处理软件,,,1,0,
wording,'wә:diŋ,"n. 用词, 措词",s:wordings/i:wording/0:wording/1:i,wordings,1,12324,ielts
wordless,'wә:dlis,"a. 沉默的, 无言的",,"wordlessly,wordlessness",,19928,
wordlessly,ˈwɜ:dlɪslɪ,"adv. 默默无言地, 沉默地",,,,20833,
wordplay,ˈwɜ:dpleɪ,"n. 文字游戏, 俏皮话, 双关语",,,,25821,
words,,n. 言语；话语；字（word的复数）,1:s3/0:word,,,0,ielts
